Region,Date,NewCases,Humidity_x,PopulationDensity,OutbreakRisk,Temperature,Humidity_y,Rainfall
Thiruvananthapuram,2023-01-29,211,46,8800,0,23,46,0.5
Visakhapatnam,2023-01-29,42,62,8000,0,29,62,2.8
Vijayawada,2023-01-29,148,63,7600,0,36,63,1.1
Guwahati,2023-01-29,147,55,6000,0,8,55,8.2
Patna,2023-01-29,141,60,8200,0,16,60,0
Ranchi,2023-01-29,95,73,5500,0,12,73,3.5
Bhubaneswar,2023-01-29,266,41,7000,1,33,41,9.3
Raipur,2023-01-29,79,22,6200,0,21,22,2.4
Chandigarh,2023-01-29,197,38,9800,0,28,38,0.0
Dehradun,2023-01-29,97,60,7200,0,19,60,1.3
Shimla,2023-01-29,371,72,5000,1,0,72,7.9
Srinagar,2023-01-29,91,72,6500,0,0,72,0
Jammu,2023-01-29,208,42,7800,0,20,42,1.5
Goa,2023-01-29,146,53,2500,0,16,53,4.9
Mangalore,2023-01-29,217,66,6800,0,19,66,11.1
Mysore,2023-01-29,48,42,7500,0,21,42,0
Pondicherry,2023-01-29,174,44,8000,0,29,44,4.5
Madurai,2023-01-29,224,51,7200,0,25,51,3.5
Mumbai,2023-01-30,216,47,20000,1,32,47,12.1
Delhi,2023-01-30,85,27,15000,1,32,27,2.0
Chennai,2023-01-30,163,47,18000,1,35,47,8.4
Kolkata,2023-01-30,168,59,17000,0,21,59,19.3
Bengaluru,2023-01-30,201,30,19000,1,18,30,10.4
Hyderabad,2023-01-30,103,27,12000,0,21,27,1.5
Ahmedabad,2023-01-30,129,34,10000,0,23,34,1.2
Pune,2023-01-30,123,42,11000,0,15,42,2.7
Jaipur,2023-01-30,120,34,8000,0,15,34,0
Lucknow,2023-01-30,38,25,9000,0,21,25,0.9
Nagpur,2023-01-30,210,66,7500,0,35,66,2.5
Indore,2023-01-30,199,62,7000,0,30,62,0.7
Bhopal,2023-01-30,89,24,6500,0,27,24,0.9
Surat,2023-01-30,151,54,9500,0,22,54,1.9
Vadodara,2023-01-30,54,33,7800,0,26,33,2.8
Coimbatore,2023-01-30,241,44,8500,0,27,44,6.4
Kochi,2023-01-30,125,57,9200,0,21,57,17.7
Thiruvananthapuram,2023-01-30,308,71,8800,0,22,71,2.8
Visakhapatnam,2023-01-30,209,66,8000,0,26,66,0.5
Vijayawada,2023-01-30,92,59,7600,0,34,59,1.4
Guwahati,2023-01-30,230,54,6000,0,14,54,3.0
Patna,2023-01-30,76,69,8200,0,29,69,6.4
Ranchi,2023-01-30,156,66,5500,0,30,66,2.1
Bhubaneswar,2023-01-30,253,61,7000,0,18,61,10.1
Raipur,2023-01-30,144,39,6200,0,34,39,1.3
Chandigarh,2023-01-30,124,61,9800,0,4,61,1.4
Dehradun,2023-01-30,113,22,7200,0,22,22,0
Shimla,2023-01-30,103,47,5000,0,16,47,0.5
Srinagar,2023-01-30,149,56,6500,0,0,56,6.1
Jammu,2023-01-30,191,34,7800,0,3,34,2.9
Goa,2023-01-30,75,54,2500,0,26,54,4.3
Mangalore,2023-01-30,42,50,6800,0,20,50,11.8
Mysore,2023-01-30,186,45,7500,0,28,45,2.7
Pondicherry,2023-01-30,117,74,8000,1,25,74,9.0
Madurai,2023-01-30,80,70,7200,1,18,70,10.3
Mumbai,2023-01-31,65,48,20000,1,30,48,12.4
Delhi,2023-01-31,164,29,15000,0,22,29,0
Chennai,2023-01-31,125,65,18000,1,29,65,14.5
Kolkata,2023-01-31,62,48,17000,0,14,48,15.1
Bengaluru,2023-01-31,67,53,19000,1,28,53,8.0
Hyderabad,2023-01-31,161,72,12000,1,37,72,6.2
Ahmedabad,2023-01-31,154,49,10000,0,19,49,2.3
Pune,2023-01-31,126,53,11000,1,17,53,5.0
Jaipur,2023-01-31,145,51,8000,0,36,51,0
Lucknow,2023-01-31,180,61,9000,0,30,61,2.5
Nagpur,2023-01-31,85,37,7500,0,16,37,0
Indore,2023-01-31,78,57,7000,0,15,57,1.8
Bhopal,2023-01-31,64,57,6500,0,26,57,3.4
Surat,2023-01-31,195,58,9500,0,18,58,0.1
Vadodara,2023-01-31,192,40,7800,0,25,40,1.0
Coimbatore,2023-01-31,183,64,8500,0,24,64,3.0
Kochi,2023-01-31,265,77,9200,0,22,77,18.9
Thiruvananthapuram,2023-01-31,266,59,8800,0,22,59,6.8
Visakhapatnam,2023-01-31,134,59,8000,0,23,59,0
Vijayawada,2023-01-31,113,37,7600,0,37,37,3.1
Guwahati,2023-01-31,179,44,6000,0,22,44,0.7
Patna,2023-01-31,106,64,8200,0,13,64,3.9
Ranchi,2023-01-31,130,62,5500,0,17,62,8.0
Bhubaneswar,2023-01-31,57,63,7000,0,20,63,11.7
Raipur,2023-01-31,74,53,6200,0,18,53,1.2
Chandigarh,2023-01-31,145,58,9800,0,31,58,1.0
Dehradun,2023-01-31,36,58,7200,0,15,58,3.3
Shimla,2023-01-31,128,61,5000,0,0,61,9.1
Srinagar,2023-01-31,49,28,6500,0,0,28,3.8
Jammu,2023-01-31,171,31,7800,0,34,31,1.5
Goa,2023-01-31,197,61,2500,0,21,61,3.7
Mangalore,2023-01-31,211,56,6800,0,23,56,15.7
Mysore,2023-01-31,245,54,7500,0,17,54,6.8
Pondicherry,2023-01-31,214,42,8000,0,23,42,3.7
Madurai,2023-01-31,88,41,7200,0,28,41,13.0
Mumbai,2023-02-01,188,47,20000,1,31,47,11.3
Delhi,2023-02-01,195,53,15000,1,37,53,3.9
Chennai,2023-02-01,125,70,18000,1,33,70,0
Kolkata,2023-02-01,98,61,17000,0,20,61,1.8
Bengaluru,2023-02-01,155,30,19000,0,21,30,3.6
Hyderabad,2023-02-01,269,30,12000,1,32,30,0
Ahmedabad,2023-02-01,258,64,10000,0,37,64,1.5
Pune,2023-02-01,255,50,11000,1,30,50,4.9
Jaipur,2023-02-01,146,20,8000,0,20,20,0.6
Lucknow,2023-02-01,216,51,9000,0,36,51,0
Nagpur,2023-02-01,177,45,7500,0,25,45,2.5
Indore,2023-02-01,130,20,7000,0,21,20,3.9
Bhopal,2023-02-01,224,66,6500,0,25,66,0
Surat,2023-02-01,165,71,9500,0,24,71,0
Vadodara,2023-02-01,142,42,7800,0,15,42,3.5
Coimbatore,2023-02-01,34,48,8500,0,17,48,6.7
Kochi,2023-02-01,106,64,9200,0,26,64,13.8
Thiruvananthapuram,2023-02-01,60,75,8800,0,23,75,1.7
Visakhapatnam,2023-02-01,217,49,8000,0,22,49,5.0
Vijayawada,2023-02-01,64,27,7600,0,29,27,7.3
Guwahati,2023-02-01,176,64,6000,0,30,64,2.1
Patna,2023-02-01,151,69,8200,0,18,69,1.6
Ranchi,2023-02-01,128,65,5500,0,29,65,4.7
Bhubaneswar,2023-02-01,68,39,7000,0,24,39,2.5
Raipur,2023-02-01,74,20,6200,0,27,20,3.9
Chandigarh,2023-02-01,142,66,9800,0,23,66,0.7
Dehradun,2023-02-01,94,70,7200,0,12,70,0
Shimla,2023-02-01,217,43,5000,0,11,43,5.6
Srinagar,2023-02-01,38,67,6500,0,0,67,10.2
Jammu,2023-02-01,182,21,7800,0,30,21,3.1
Goa,2023-02-01,193,43,2500,0,23,43,4.3
Mangalore,2023-02-01,136,50,6800,0,24,50,13.5
Mysore,2023-02-01,155,52,7500,0,28,52,0.9
Pondicherry,2023-02-01,270,70,8000,1,20,70,8.6
Madurai,2023-02-01,55,60,7200,0,22,60,8.9
Mumbai,2023-02-02,117,44,20000,1,29,44,12.1
Delhi,2023-02-02,197,67,15000,0,18,67,0.9
Chennai,2023-02-02,62,62,18000,1,28,62,14.6
Kolkata,2023-02-02,225,50,17000,0,20,50,17.7
Bengaluru,2023-02-02,254,63,19000,0,25,63,4.0
Hyderabad,2023-02-02,112,66,12000,0,23,66,4.6
Ahmedabad,2023-02-02,79,22,10000,0,27,22,4.0
Pune,2023-02-02,247,77,11000,1,33,77,2.5
Jaipur,2023-02-02,270,20,8000,0,8,20,2.6
Lucknow,2023-02-02,196,66,9000,0,8,66,2.8
Nagpur,2023-02-02,133,58,7500,0,28,58,2.8
Indore,2023-02-02,104,36,7000,0,26,36,1.9
Bhopal,2023-02-02,148,67,6500,0,12,67,1.2
Surat,2023-02-02,166,59,9500,0,18,59,4.7
Vadodara,2023-02-02,145,49,7800,0,25,49,2.4
Coimbatore,2023-02-02,85,27,8500,0,16,27,4.9
Kochi,2023-02-02,241,61,9200,1,31,61,6.5
Thiruvananthapuram,2023-02-02,54,64,8800,0,29,64,13.7
Visakhapatnam,2023-02-02,160,71,8000,1,21,71,6.6
Vijayawada,2023-02-02,277,36,7600,0,26,36,5.6
Guwahati,2023-02-02,111,66,6000,0,23,66,1.7
Patna,2023-02-02,106,47,8200,0,21,47,2.4
Ranchi,2023-02-02,135,56,5500,0,22,56,3.4
Bhubaneswar,2023-02-02,79,72,7000,0,15,72,0.7
Raipur,2023-02-02,123,68,6200,0,32,68,0.4
Chandigarh,2023-02-02,189,62,9800,0,23,62,2.4
Dehradun,2023-02-02,199,32,7200,0,1,32,0
Shimla,2023-02-02,309,70,5000,1,17,70,7.2
Srinagar,2023-02-02,167,32,6500,0,9,32,7.9
Jammu,2023-02-02,174,43,7800,0,0,43,0.9
Goa,2023-02-02,111,49,2500,0,21,49,4.6
Mangalore,2023-02-02,77,50,6800,0,21,50,7.1
Mysore,2023-02-02,199,48,7500,0,28,48,0.5
Pondicherry,2023-02-02,41,52,8000,0,25,52,1.0
Madurai,2023-02-02,190,44,7200,1,31,44,8.2
Mumbai,2023-02-03,218,52,20000,0,27,52,3.0
Delhi,2023-02-03,102,34,15000,1,35,34,4.0
Chennai,2023-02-03,225,57,18000,1,25,57,9.3
Kolkata,2023-02-03,72,65,17000,0,14,65,2.0
Bengaluru,2023-02-03,206,54,19000,1,19,54,11.1
Hyderabad,2023-02-03,115,59,12000,0,27,59,3.6
Ahmedabad,2023-02-03,203,20,10000,0,25,20,2.3
Pune,2023-02-03,120,53,11000,0,18,53,0.3
Jaipur,2023-02-03,69,40,8000,0,18,40,3.0
Lucknow,2023-02-03,169,72,9000,0,11,72,0
Nagpur,2023-02-03,226,62,7500,0,31,62,2.3
Indore,2023-02-03,44,27,7000,0,32,27,3.3
Bhopal,2023-02-03,177,42,6500,0,28,42,2.2
Surat,2023-02-03,88,26,9500,0,15,26,1.9
Vadodara,2023-02-03,107,54,7800,0,21,54,3.9
Coimbatore,2023-02-03,214,41,8500,1,31,41,12.7
Kochi,2023-02-03,154,48,9200,0,18,48,12.1
Thiruvananthapuram,2023-02-03,118,55,8800,0,24,55,18.3
Visakhapatnam,2023-02-03,166,59,8000,0,20,59,3.7
Vijayawada,2023-02-03,149,66,7600,0,32,66,1.0
Guwahati,2023-02-03,152,48,6000,0,18,48,10.5
Patna,2023-02-03,295,35,8200,1,30,35,7.6
Ranchi,2023-02-03,86,37,5500,0,13,37,0
Bhubaneswar,2023-02-03,158,42,7000,0,26,42,8.7
Raipur,2023-02-03,193,31,6200,0,29,31,1.8
Chandigarh,2023-02-03,86,49,9800,0,6,49,0
Dehradun,2023-02-03,196,64,7200,0,13,64,3.9
Shimla,2023-02-03,218,67,5000,0,0,67,5.2
Srinagar,2023-02-03,171,39,6500,0,0,39,7.2
Jammu,2023-02-03,207,56,7800,0,1,56,4.8
Goa,2023-02-03,39,72,2500,0,26,72,1.7
Mangalore,2023-02-03,198,67,6800,0,26,67,7.9
Mysore,2023-02-03,172,30,7500,0,21,30,1.7
Pondicherry,2023-02-03,168,68,8000,0,28,68,0.2
Madurai,2023-02-03,272,51,7200,0,20,51,2.8
Mumbai,2023-02-04,138,52,20000,0,25,52,0
Delhi,2023-02-04,166,29,15000,0,14,29,1.9
Chennai,2023-02-04,205,71,18000,1,25,71,15.4
Kolkata,2023-02-04,303,43,17000,1,31,43,16.6
Bengaluru,2023-02-04,171,39,19000,1,30,39,9.1
Hyderabad,2023-02-04,25,20,12000,0,21,20,0.4
Ahmedabad,2023-02-04,146,59,10000,0,28,59,0
Pune,2023-02-04,54,30,11000,0,23,30,2.1
Jaipur,2023-02-04,156,22,8000,0,38,22,1.4
Lucknow,2023-02-04,203,59,9000,0,14,59,3.0
Nagpur,2023-02-04,43,48,7500,0,38,48,4.2
Indore,2023-02-04,102,55,7000,0,21,55,3.4
Bhopal,2023-02-04,170,71,6500,0,8,71,3.0
Surat,2023-02-04,67,38,9500,0,28,38,1.6
Vadodara,2023-02-04,173,44,7800,0,25,44,0.4
Coimbatore,2023-02-04,28,46,8500,0,25,46,7.3
Kochi,2023-02-04,197,60,9200,0,24,60,2.3
Thiruvananthapuram,2023-02-04,213,66,8800,0,22,66,18.4
Visakhapatnam,2023-02-04,67,58,8000,0,18,58,4.3
Vijayawada,2023-02-04,174,26,7600,0,25,26,1.5
Guwahati,2023-02-04,143,59,6000,0,14,59,3.4
Patna,2023-02-04,243,65,8200,0,25,65,1.3
Ranchi,2023-02-04,110,51,5500,0,13,51,1.0
Bhubaneswar,2023-02-04,34,64,7000,1,32,64,6.2
Raipur,2023-02-04,305,41,6200,0,39,41,0.4
Chandigarh,2023-02-04,90,63,9800,0,27,63,0.2
Dehradun,2023-02-04,176,37,7200,0,0,37,0
Shimla,2023-02-04,33,52,5000,0,0,52,5.9
Srinagar,2023-02-04,143,71,6500,1,0,71,7.8
Jammu,2023-02-04,262,35,7800,0,30,35,0
Goa,2023-02-04,115,47,2500,0,21,47,0
Mangalore,2023-02-04,157,49,6800,0,19,49,7.6
Mysore,2023-02-04,137,37,7500,0,14,37,3.9
Pondicherry,2023-02-04,223,70,8000,0,26,70,0
Madurai,2023-02-04,92,75,7200,0,21,75,3.5
Mumbai,2023-02-05,93,67,20000,1,26,67,8.1
Delhi,2023-02-05,205,69,15000,1,34,69,0
Chennai,2023-02-05,403,60,18000,1,32,60,16.4
Kolkata,2023-02-05,351,49,17000,1,31,49,16.4
Bengaluru,2023-02-05,50,31,19000,1,24,31,7.8
Hyderabad,2023-02-05,279,76,12000,1,27,76,7.3
Ahmedabad,2023-02-05,168,50,10000,0,18,50,0.3
Pune,2023-02-05,129,44,11000,0,24,44,0.2
Jaipur,2023-02-05,173,46,8000,0,35,46,1.2
Lucknow,2023-02-05,204,53,9000,0,18,53,3.1
Nagpur,2023-02-05,195,67,7500,0,16,67,1.5
Indore,2023-02-05,142,54,7000,0,32,54,2.4
Bhopal,2023-02-05,257,47,6500,0,15,47,0
Surat,2023-02-05,90,38,9500,0,24,38,1.8
Vadodara,2023-02-05,184,25,7800,0,17,25,2.4
Coimbatore,2023-02-05,147,61,8500,0,27,61,11.2
Kochi,2023-02-05,87,56,9200,0,17,56,8.2
Thiruvananthapuram,2023-02-05,218,69,8800,0,27,69,3.1
Visakhapatnam,2023-02-05,154,72,8000,0,23,72,1.6
Vijayawada,2023-02-05,258,46,7600,1,31,46,5.9
Guwahati,2023-02-05,199,71,6000,1,18,71,5.8
Patna,2023-02-05,139,50,8200,0,10,50,2.2
Ranchi,2023-02-05,98,60,5500,0,8,60,8.1
Bhubaneswar,2023-02-05,120,58,7000,0,21,58,6.5
Raipur,2023-02-05,177,60,6200,0,20,60,0
Chandigarh,2023-02-05,140,20,9800,0,31,20,4.3
Dehradun,2023-02-05,208,68,7200,0,19,68,0
Shimla,2023-02-05,62,46,5000,0,14,46,0.0
Srinagar,2023-02-05,131,32,6500,0,3,32,8.5
Jammu,2023-02-05,171,47,7800,0,13,47,0
Goa,2023-02-05,204,71,2500,0,24,71,0
Mangalore,2023-02-05,208,72,6800,0,21,72,4.7
Mysore,2023-02-05,99,37,7500,0,23,37,0
Pondicherry,2023-02-05,101,40,8000,0,25,40,5.7
Madurai,2023-02-05,60,49,7200,0,33,49,5.0
Mumbai,2023-02-06,56,48,20000,0,18,48,0.7
Delhi,2023-02-06,194,46,15000,0,21,46,2.6
Chennai,2023-02-06,60,64,18000,0,26,64,0
Kolkata,2023-02-06,181,58,17000,1,31,58,20.3
Bengaluru,2023-02-06,155,67,19000,0,17,67,2.1
Hyderabad,2023-02-06,241,53,12000,1,30,53,6.1
Ahmedabad,2023-02-06,97,43,10000,0,35,43,1.8
Pune,2023-02-06,90,43,11000,0,29,43,0
Jaipur,2023-02-06,138,39,8000,0,17,39,1.2
Lucknow,2023-02-06,158,48,9000,0,11,48,3.1
Nagpur,2023-02-06,95,40,7500,0,17,40,2.5
Indore,2023-02-06,192,66,7000,0,11,66,4.1
Bhopal,2023-02-06,107,64,6500,0,15,64,0.5
Surat,2023-02-06,80,59,9500,0,20,59,0
Vadodara,2023-02-06,271,43,7800,0,26,43,0
Coimbatore,2023-02-06,68,25,8500,0,17,25,0.3
Kochi,2023-02-06,85,54,9200,0,23,54,12.1
Thiruvananthapuram,2023-02-06,215,57,8800,0,26,57,10.2
Visakhapatnam,2023-02-06,219,61,8000,0,26,61,0
Vijayawada,2023-02-06,260,48,7600,0,36,48,1.8
Guwahati,2023-02-06,157,72,6000,1,13,72,8.2
Patna,2023-02-06,226,62,8200,0,12,62,3.2
Ranchi,2023-02-06,210,57,5500,0,8,57,1.1
Bhubaneswar,2023-02-06,156,57,7000,0,19,57,10.9
Raipur,2023-02-06,191,78,6200,0,25,78,0
Chandigarh,2023-02-06,199,36,9800,0,32,36,4.1
Dehradun,2023-02-06,180,41,7200,0,4,41,3.0
Shimla,2023-02-06,113,65,5000,0,15,65,2.1
Srinagar,2023-02-06,67,42,6500,0,9,42,8.7
Jammu,2023-02-06,195,55,7800,0,6,55,1.2
Goa,2023-02-06,228,69,2500,0,26,69,3.3
Mangalore,2023-02-06,163,46,6800,0,18,46,0.3
Mysore,2023-02-06,131,68,7500,0,25,68,12.2
Pondicherry,2023-02-06,221,73,8000,1,26,73,5.7
Madurai,2023-02-06,276,47,7200,0,27,47,3.4
Mumbai,2023-02-07,194,44,20000,0,19,44,1.0
Delhi,2023-02-07,236,25,15000,0,17,25,3.1
Chennai,2023-02-07,121,74,18000,1,22,74,2.1
Kolkata,2023-02-07,254,66,17000,1,30,66,2.6
Bengaluru,2023-02-07,323,51,19000,1,20,51,13.0
Hyderabad,2023-02-07,118,34,12000,1,29,34,6.0
Ahmedabad,2023-02-07,152,34,10000,0,23,34,0
Pune,2023-02-07,207,20,11000,0,22,20,0.4
Jaipur,2023-02-07,51,51,8000,0,40,51,1.9
Lucknow,2023-02-07,111,21,9000,0,23,21,0.9
Nagpur,2023-02-07,74,76,7500,0,21,76,1.7
Indore,2023-02-07,205,68,7000,0,21,68,2.1
Bhopal,2023-02-07,32,42,6500,0,29,42,1.9
Surat,2023-02-07,249,45,9500,0,24,45,0
Vadodara,2023-02-07,191,57,7800,0,24,57,0.7
Coimbatore,2023-02-07,68,40,8500,0,16,40,8.9
Kochi,2023-02-07,74,67,9200,0,20,67,14.2
Thiruvananthapuram,2023-02-07,108,52,8800,0,21,52,8.0
Visakhapatnam,2023-02-07,127,68,8000,1,32,68,8.6
Vijayawada,2023-02-07,150,61,7600,0,35,61,2.9
Guwahati,2023-02-07,187,75,6000,0,9,75,1.2
Patna,2023-02-07,30,49,8200,0,29,49,1.7
Ranchi,2023-02-07,260,51,5500,0,9,51,9.0
Bhubaneswar,2023-02-07,224,30,7000,1,36,30,6.9
Raipur,2023-02-07,153,30,6200,0,36,30,4.9
Chandigarh,2023-02-07,192,49,9800,0,33,49,0
Dehradun,2023-02-07,141,27,7200,0,6,27,3.0
Shimla,2023-02-07,243,24,5000,0,8,24,4.5
Srinagar,2023-02-07,158,51,6500,0,0,51,0.7
Jammu,2023-02-07,66,27,7800,0,32,27,2.1
Goa,2023-02-07,243,68,2500,0,26,68,13.9
Mangalore,2023-02-07,252,72,6800,1,18,72,13.7
Mysore,2023-02-07,285,50,7500,0,28,50,10.5
Pondicherry,2023-02-07,49,71,8000,1,27,71,14.0
Madurai,2023-02-07,200,57,7200,0,24,57,5.3
Mumbai,2023-02-08,265,43,20000,0,19,43,0.5
Delhi,2023-02-08,66,27,15000,0,21,27,0
Chennai,2023-02-08,80,65,18000,1,27,65,8.7
Kolkata,2023-02-08,253,49,17000,1,30,49,8.8
Bengaluru,2023-02-08,60,60,19000,1,16,60,6.7
Hyderabad,2023-02-08,62,30,12000,0,17,30,0.7
Ahmedabad,2023-02-08,204,70,10000,1,31,70,0
Pune,2023-02-08,138,47,11000,1,17,47,7.6
Jaipur,2023-02-08,231,43,8000,0,15,43,0.1
Lucknow,2023-02-08,254,28,9000,0,34,28,0.1
Nagpur,2023-02-08,336,70,7500,0,17,70,0.1
Indore,2023-02-08,221,43,7000,0,22,43,1.9
Bhopal,2023-02-08,190,20,6500,0,26,20,1.3
Surat,2023-02-08,110,53,9500,0,30,53,0
Vadodara,2023-02-08,28,43,7800,0,19,43,2.1
Coimbatore,2023-02-08,111,28,8500,0,29,28,0.3
Kochi,2023-02-08,98,64,9200,0,21,64,18.8
Thiruvananthapuram,2023-02-08,263,64,8800,0,20,64,10.2
Visakhapatnam,2023-02-08,48,64,8000,0,28,64,0.6
Vijayawada,2023-02-08,157,36,7600,0,24,36,0
Guwahati,2023-02-08,140,64,6000,0,19,64,10.0
Patna,2023-02-08,284,44,8200,0,23,44,3.8
Ranchi,2023-02-08,147,25,5500,0,28,25,2.7
Bhubaneswar,2023-02-08,74,58,7000,0,19,58,1.1
Raipur,2023-02-08,203,59,6200,0,24,59,4.5
Chandigarh,2023-02-08,99,48,9800,0,15,48,0
Dehradun,2023-02-08,73,67,7200,0,21,67,2.5
Shimla,2023-02-08,49,40,5000,0,0,40,4.7
Srinagar,2023-02-08,110,57,6500,0,12,57,5.0
Jammu,2023-02-08,321,56,7800,0,31,56,0
Goa,2023-02-08,57,69,2500,0,21,69,2.7
Mangalore,2023-02-08,88,49,6800,0,23,49,5.5
Mysore,2023-02-08,123,32,7500,0,21,32,12.3
Pondicherry,2023-02-08,62,53,8000,0,28,53,7.2
Madurai,2023-02-08,263,55,7200,0,31,55,4.6
Mumbai,2023-02-09,161,69,20000,1,29,69,12.5
Delhi,2023-02-09,168,64,15000,0,16,64,0
Chennai,2023-02-09,97,43,18000,1,28,43,13.1
Kolkata,2023-02-09,256,42,17000,0,27,42,24.5
Bengaluru,2023-02-09,262,72,19000,1,24,72,10.4
Hyderabad,2023-02-09,73,50,12000,1,31,50,0.7
Ahmedabad,2023-02-09,41,62,10000,0,19,62,1.0
Pune,2023-02-09,34,51,11000,0,29,51,0.9
Jaipur,2023-02-09,40,42,8000,0,14,42,1.7
Lucknow,2023-02-09,218,32,9000,0,9,32,0
Nagpur,2023-02-09,181,65,7500,0,20,65,0
Indore,2023-02-09,72,38,7000,0,11,38,0.1
Bhopal,2023-02-09,49,33,6500,0,11,33,1.3
Surat,2023-02-09,63,33,9500,0,16,33,4.2
Vadodara,2023-02-09,35,50,7800,0,20,50,3.8
Coimbatore,2023-02-09,134,41,8500,0,27,41,12.1
Kochi,2023-02-09,40,63,9200,0,28,63,0.6
Thiruvananthapuram,2023-02-09,140,72,8800,1,26,72,7.0
Visakhapatnam,2023-02-09,110,74,8000,0,24,74,4.4
Vijayawada,2023-02-09,316,41,7600,1,35,41,9.2
Guwahati,2023-02-09,301,75,6000,0,22,75,2.5
Patna,2023-02-09,38,30,8200,0,19,30,2.5
Ranchi,2023-02-09,44,62,5500,0,17,62,2.9
Bhubaneswar,2023-02-09,225,53,7000,0,26,53,1.5
Raipur,2023-02-09,296,24,6200,0,39,24,2.1
Chandigarh,2023-02-09,121,52,9800,0,32,52,0
Dehradun,2023-02-09,225,25,7200,0,0,25,0.0
Shimla,2023-02-09,237,34,5000,0,0,34,3.6
Srinagar,2023-02-09,75,43,6500,0,4,43,0.5
Jammu,2023-02-09,241,61,7800,0,31,61,2.6
Goa,2023-02-09,56,77,2500,0,20,77,1.3
Mangalore,2023-02-09,185,67,6800,0,15,67,14.5
Mysore,2023-02-09,177,31,7500,0,25,31,2.2
Pondicherry,2023-02-09,165,63,8000,0,24,63,15.4
Madurai,2023-02-09,184,60,7200,0,19,60,3.0
Mumbai,2023-02-10,159,63,20000,1,24,63,10.8
Delhi,2023-02-10,59,22,15000,1,36,22,0.0
Chennai,2023-02-10,268,73,18000,1,21,73,15.2
Kolkata,2023-02-10,104,73,17000,1,21,73,22.2
Bengaluru,2023-02-10,185,29,19000,1,15,29,7.7
Hyderabad,2023-02-10,402,72,12000,1,36,72,1.9
Ahmedabad,2023-02-10,119,55,10000,0,22,55,2.6
Pune,2023-02-10,97,22,11000,1,13,22,5.5
Jaipur,2023-02-10,195,32,8000,0,9,32,0
Lucknow,2023-02-10,69,34,9000,0,18,34,1.9
Nagpur,2023-02-10,136,52,7500,0,28,52,0
Indore,2023-02-10,98,66,7000,0,16,66,0
Bhopal,2023-02-10,67,20,6500,0,15,20,0.7
Surat,2023-02-10,86,67,9500,0,26,67,0
Vadodara,2023-02-10,92,61,7800,0,15,61,0.7
Coimbatore,2023-02-10,73,24,8500,0,28,24,4.1
Kochi,2023-02-10,112,58,9200,0,25,58,5.3
Thiruvananthapuram,2023-02-10,139,65,8800,0,17,65,6.2
Visakhapatnam,2023-02-10,252,66,8000,0,33,66,3.0
Vijayawada,2023-02-10,275,48,7600,1,31,48,7.6
Guwahati,2023-02-10,126,45,6000,0,15,45,11.8
Patna,2023-02-10,78,66,8200,0,20,66,5.9
Ranchi,2023-02-10,64,55,5500,0,22,55,0
Bhubaneswar,2023-02-10,206,61,7000,0,29,61,0
Raipur,2023-02-10,163,70,6200,0,26,70,3.1
Chandigarh,2023-02-10,97,40,9800,0,10,40,0.4
Dehradun,2023-02-10,179,41,7200,0,5,41,2.5
Shimla,2023-02-10,72,58,5000,0,10,58,0
Srinagar,2023-02-10,176,30,6500,0,2,30,7.7
Jammu,2023-02-10,145,49,7800,0,4,49,0
Goa,2023-02-10,166,49,2500,0,23,49,2.3
Mangalore,2023-02-10,74,65,6800,0,17,65,5.3
Mysore,2023-02-10,260,51,7500,0,18,51,10.3
Pondicherry,2023-02-10,135,53,8000,0,19,53,1.8
Madurai,2023-02-10,170,33,7200,0,27,33,6.1
Mumbai,2023-02-11,139,62,20000,0,26,62,3.6
Delhi,2023-02-11,155,29,15000,1,31,29,3.2
Chennai,2023-02-11,143,50,18000,1,23,50,6.5
Kolkata,2023-02-11,262,60,17000,0,22,60,19.2
Bengaluru,2023-02-11,78,40,19000,1,16,40,9.3
Hyderabad,2023-02-11,212,55,12000,1,41,55,0.9
Ahmedabad,2023-02-11,206,21,10000,0,18,21,2.7
Pune,2023-02-11,188,57,11000,0,16,57,2.6
Jaipur,2023-02-11,167,20,8000,0,24,20,3.3
Lucknow,2023-02-11,63,49,9000,0,28,49,0.3
Nagpur,2023-02-11,88,61,7500,0,23,61,2.8
Indore,2023-02-11,278,59,7000,0,28,59,2.6
Bhopal,2023-02-11,64,33,6500,0,18,33,1.6
Surat,2023-02-11,85,39,9500,0,24,39,2.4
Vadodara,2023-02-11,47,35,7800,0,19,35,4.3
Coimbatore,2023-02-11,243,33,8500,0,16,33,14.4
Kochi,2023-02-11,89,54,9200,0,18,54,3.7
Thiruvananthapuram,2023-02-11,176,67,8800,0,20,67,7.1
Visakhapatnam,2023-02-11,192,69,8000,0,31,69,1.5
Vijayawada,2023-02-11,194,40,7600,0,29,40,1.5
Guwahati,2023-02-11,47,54,6000,0,13,54,10.2
Patna,2023-02-11,104,33,8200,0,12,33,6.0
Ranchi,2023-02-11,121,35,5500,0,18,35,0.1
Bhubaneswar,2023-02-11,56,44,7000,0,28,44,7.2
Raipur,2023-02-11,87,65,6200,0,38,65,0
Chandigarh,2023-02-11,69,20,9800,0,14,20,0.3
Dehradun,2023-02-11,124,29,7200,0,10,29,2.2
Shimla,2023-02-11,90,71,5000,1,12,71,5.5
Srinagar,2023-02-11,135,41,6500,0,0,41,0.2
Jammu,2023-02-11,131,21,7800,0,7,21,3.7
