Region,Date,NewCases,Humidity,PopulationDensity,OutbreakRisk
Madurai,2023-02-07,200,57,7200,0
Mumbai,2023-02-08,265,43,20000,0
Delhi,2023-02-08,66,27,15000,0
Chennai,2023-02-08,80,65,18000,1
Kolkata,2023-02-08,253,49,17000,1
Bengaluru,2023-02-08,60,60,19000,1
Hyderabad,2023-02-08,62,30,12000,0
Ahmedabad,2023-02-08,204,70,10000,1
Pune,2023-02-08,138,47,11000,1
Jaipur,2023-02-08,231,43,8000,0
Lucknow,2023-02-08,254,28,9000,0
Nagpur,2023-02-08,336,70,7500,0
Indore,2023-02-08,221,43,7000,0
Bhopal,2023-02-08,190,20,6500,0
Surat,2023-02-08,110,53,9500,0
Vadodara,2023-02-08,28,43,7800,0
Coimbatore,2023-02-08,111,28,8500,0
Kochi,2023-02-08,98,64,9200,0
Thiruvananthapuram,2023-02-08,263,64,8800,0
Visakhapatnam,2023-02-08,48,64,8000,0
Vijayawada,2023-02-08,157,36,7600,0
Guwahati,2023-02-08,140,64,6000,0
Patna,2023-02-08,284,44,8200,0
Ranchi,2023-02-08,147,25,5500,0
Bhubaneswar,2023-02-08,74,58,7000,0
Raipur,2023-02-08,203,59,6200,0
Chandigarh,2023-02-08,99,48,9800,0
Dehradun,2023-02-08,73,67,7200,0
Shimla,2023-02-08,49,40,5000,0
Srinagar,2023-02-08,110,57,6500,0
Jammu,2023-02-08,321,56,7800,0
Goa,2023-02-08,57,69,2500,0
Mangalore,2023-02-08,88,49,6800,0
Mysore,2023-02-08,123,32,7500,0
Pondicherry,2023-02-08,62,53,8000,0
Madurai,2023-02-08,263,55,7200,0
Mumbai,2023-02-09,161,69,20000,1
Delhi,2023-02-09,168,64,15000,0
Chennai,2023-02-09,97,43,18000,1
Kolkata,2023-02-09,256,42,17000,0
Bengaluru,2023-02-09,262,72,19000,1
Hyderabad,2023-02-09,73,50,12000,1
Ahmedabad,2023-02-09,41,62,10000,0
Pune,2023-02-09,34,51,11000,0
Jaipur,2023-02-09,40,42,8000,0
Lucknow,2023-02-09,218,32,9000,0
Nagpur,2023-02-09,181,65,7500,0
Indore,2023-02-09,72,38,7000,0
Bhopal,2023-02-09,49,33,6500,0
Surat,2023-02-09,63,33,9500,0
Vadodara,2023-02-09,35,50,7800,0
Coimbatore,2023-02-09,134,41,8500,0
Kochi,2023-02-09,40,63,9200,0
Thiruvananthapuram,2023-02-09,140,72,8800,1
Visakhapatnam,2023-02-09,110,74,8000,0
Vijayawada,2023-02-09,316,41,7600,1
Guwahati,2023-02-09,301,75,6000,0
Patna,2023-02-09,38,30,8200,0
Ranchi,2023-02-09,44,62,5500,0
Bhubaneswar,2023-02-09,225,53,7000,0
Raipur,2023-02-09,296,24,6200,0
Chandigarh,2023-02-09,121,52,9800,0
Dehradun,2023-02-09,225,25,7200,0
Shimla,2023-02-09,237,34,5000,0
Srinagar,2023-02-09,75,43,6500,0
Jammu,2023-02-09,241,61,7800,0
Goa,2023-02-09,56,77,2500,0
Mangalore,2023-02-09,185,67,6800,0
Mysore,2023-02-09,177,31,7500,0
Pondicherry,2023-02-09,165,63,8000,0
Madurai,2023-02-09,184,60,7200,0
Mumbai,2023-02-10,159,63,20000,1
Delhi,2023-02-10,59,22,15000,1
Chennai,2023-02-10,268,73,18000,1
Kolkata,2023-02-10,104,73,17000,1
Bengaluru,2023-02-10,185,29,19000,1
Hyderabad,2023-02-10,402,72,12000,1
Ahmedabad,2023-02-10,119,55,10000,0
Pune,2023-02-10,97,22,11000,1
Jaipur,2023-02-10,195,32,8000,0
Lucknow,2023-02-10,69,34,9000,0
Nagpur,2023-02-10,136,52,7500,0
Indore,2023-02-10,98,66,7000,0
Bhopal,2023-02-10,67,20,6500,0
Surat,2023-02-10,86,67,9500,0
Vadodara,2023-02-10,92,61,7800,0
Coimbatore,2023-02-10,73,24,8500,0
Kochi,2023-02-10,112,58,9200,0
Thiruvananthapuram,2023-02-10,139,65,8800,0
Visakhapatnam,2023-02-10,252,66,8000,0
Vijayawada,2023-02-10,275,48,7600,1
Guwahati,2023-02-10,126,45,6000,0
Patna,2023-02-10,78,66,8200,0
Ranchi,2023-02-10,64,55,5500,0
Bhubaneswar,2023-02-10,206,61,7000,0
Raipur,2023-02-10,163,70,6200,0
Chandigarh,2023-02-10,97,40,9800,0
Dehradun,2023-02-10,179,41,7200,0
Shimla,2023-02-10,72,58,5000,0
Srinagar,2023-02-10,176,30,6500,0
Jammu,2023-02-10,145,49,7800,0
Goa,2023-02-10,166,49,2500,0
Mangalore,2023-02-10,74,65,6800,0
Mysore,2023-02-10,260,51,7500,0
Pondicherry,2023-02-10,135,53,8000,0
Madurai,2023-02-10,170,33,7200,0
Mumbai,2023-02-11,139,62,20000,0
Delhi,2023-02-11,155,29,15000,1
Chennai,2023-02-11,143,50,18000,1
Kolkata,2023-02-11,262,60,17000,0
Bengaluru,2023-02-11,78,40,19000,1
Hyderabad,2023-02-11,212,55,12000,1
Ahmedabad,2023-02-11,206,21,10000,0
Pune,2023-02-11,188,57,11000,0
Jaipur,2023-02-11,167,20,8000,0
Lucknow,2023-02-11,63,49,9000,0
Nagpur,2023-02-11,88,61,7500,0
Indore,2023-02-11,278,59,7000,0
Bhopal,2023-02-11,64,33,6500,0
Surat,2023-02-11,85,39,9500,0
Vadodara,2023-02-11,47,35,7800,0
Coimbatore,2023-02-11,243,33,8500,0
Kochi,2023-02-11,89,54,9200,0
Thiruvananthapuram,2023-02-11,176,67,8800,0
Visakhapatnam,2023-02-11,192,69,8000,0
Vijayawada,2023-02-11,194,40,7600,0
Guwahati,2023-02-11,47,54,6000,0
Patna,2023-02-11,104,33,8200,0
Ranchi,2023-02-11,121,35,5500,0
Bhubaneswar,2023-02-11,56,44,7000,0
Raipur,2023-02-11,87,65,6200,0
Chandigarh,2023-02-11,69,20,9800,0
Dehradun,2023-02-11,124,29,7200,0
Shimla,2023-02-11,90,71,5000,1
Srinagar,2023-02-11,135,41,6500,0
Jammu,2023-02-11,131,21,7800,0
Goa,2023-02-11,219,47,2500,0
Mangalore,2023-02-11,50,50,6800,0
Mysore,2023-02-11,239,36,7500,0
Pondicherry,2023-02-11,65,52,8000,0
Madurai,2023-02-11,63,58,7200,0
Mumbai,2023-02-12,244,49,20000,0
Delhi,2023-02-12,177,63,15000,0
Chennai,2023-02-12,125,60,18000,0
Kolkata,2023-02-12,345,53,17000,1
Bengaluru,2023-02-12,59,72,19000,1
Hyderabad,2023-02-12,120,41,12000,0
Ahmedabad,2023-02-12,324,31,10000,0
Pune,2023-02-12,69,59,11000,0
Jaipur,2023-02-12,107,21,8000,0
Lucknow,2023-02-12,145,24,9000,0
Nagpur,2023-02-12,52,65,7500,0
Indore,2023-02-12,163,53,7000,0
Bhopal,2023-02-12,262,32,6500,0
Surat,2023-02-12,245,53,9500,0
Vadodara,2023-02-12,207,62,7800,0
Coimbatore,2023-02-12,152,32,8500,1
Kochi,2023-02-12,172,68,9200,0
Thiruvananthapuram,2023-02-12,155,54,8800,0
Visakhapatnam,2023-02-12,144,57,8000,0
Vijayawada,2023-02-12,78,27,7600,0
Guwahati,2023-02-12,205,43,6000,0
Patna,2023-02-12,263,22,8200,0
Ranchi,2023-02-12,78,27,5500,0
Bhubaneswar,2023-02-12,55,52,7000,0
Raipur,2023-02-12,33,22,6200,0
Chandigarh,2023-02-12,79,30,9800,0
Dehradun,2023-02-12,185,44,7200,0
Shimla,2023-02-12,78,25,5000,0
Srinagar,2023-02-12,64,64,6500,0
Jammu,2023-02-12,114,46,7800,0
Goa,2023-02-12,106,59,2500,0
Mangalore,2023-02-12,200,61,6800,0
Mysore,2023-02-12,42,24,7500,0
Pondicherry,2023-02-12,127,71,8000,0
Madurai,2023-02-12,107,50,7200,0
Mumbai,2023-02-13,153,65,20000,1
Delhi,2023-02-13,138,69,15000,0
Chennai,2023-02-13,90,64,18000,0
Kolkata,2023-02-13,229,47,17000,1
Bengaluru,2023-02-13,312,59,19000,0
Hyderabad,2023-02-13,154,35,12000,1
Ahmedabad,2023-02-13,69,59,10000,0
Pune,2023-02-13,210,23,11000,1
Jaipur,2023-02-13,89,20,8000,0
Lucknow,2023-02-13,153,51,9000,0
Nagpur,2023-02-13,197,33,7500,0
Indore,2023-02-13,58,33,7000,0
Bhopal,2023-02-13,192,54,6500,0
Surat,2023-02-13,42,31,9500,0
Vadodara,2023-02-13,32,28,7800,0
Coimbatore,2023-02-13,250,46,8500,0
Kochi,2023-02-13,103,62,9200,0
Thiruvananthapuram,2023-02-13,125,67,8800,0
Visakhapatnam,2023-02-13,229,66,8000,0
Vijayawada,2023-02-13,129,61,7600,0
Guwahati,2023-02-13,135,47,6000,0
Patna,2023-02-13,85,46,8200,0
Ranchi,2023-02-13,121,41,5500,0
Bhubaneswar,2023-02-13,217,58,7000,0
Raipur,2023-02-13,65,42,6200,0
Chandigarh,2023-02-13,222,40,9800,0
Dehradun,2023-02-13,81,36,7200,0
Shimla,2023-02-13,192,27,5000,0
Srinagar,2023-02-13,186,74,6500,1
Jammu,2023-02-13,141,63,7800,0
Goa,2023-02-13,72,72,2500,1
Mangalore,2023-02-13,58,50,6800,0
Mysore,2023-02-13,92,38,7500,0
Pondicherry,2023-02-13,174,66,8000,0
Madurai,2023-02-13,293,66,7200,0
Mumbai,2023-02-14,196,53,20000,0
Delhi,2023-02-14,153,25,15000,0
Chennai,2023-02-14,321,50,18000,0
Kolkata,2023-02-14,280,55,17000,0
Bengaluru,2023-02-14,136,68,19000,1
Hyderabad,2023-02-14,46,22,12000,1
Ahmedabad,2023-02-14,64,57,10000,0
Pune,2023-02-14,246,59,11000,1
Jaipur,2023-02-14,259,20,8000,0
Lucknow,2023-02-14,167,49,9000,0
Nagpur,2023-02-14,94,61,7500,0
Indore,2023-02-14,232,35,7000,0
Bhopal,2023-02-14,137,26,6500,0
Surat,2023-02-14,128,62,9500,0
Vadodara,2023-02-14,69,36,7800,0
Coimbatore,2023-02-14,234,42,8500,0
Kochi,2023-02-14,303,71,9200,0
Thiruvananthapuram,2023-02-14,97,52,8800,1
Visakhapatnam,2023-02-14,121,44,8000,0
Vijayawada,2023-02-14,139,49,7600,0
Guwahati,2023-02-14,57,57,6000,0
Patna,2023-02-14,139,53,8200,0
Ranchi,2023-02-14,92,62,5500,0
Bhubaneswar,2023-02-14,264,41,7000,0
Raipur,2023-02-14,142,26,6200,0
Chandigarh,2023-02-14,285,20,9800,0
Dehradun,2023-02-14,101,65,7200,0
Shimla,2023-02-14,169,56,5000,0
Srinagar,2023-02-14,146,63,6500,0
Jammu,2023-02-14,98,58,7800,0
Goa,2023-02-14,189,71,2500,1
Mangalore,2023-02-14,44,52,6800,0
Mysore,2023-02-14,114,56,7500,0
Pondicherry,2023-02-14,123,67,8000,0
Madurai,2023-02-14,51,61,7200,0
Mumbai,2023-02-15,300,66,20000,1
Delhi,2023-02-15,223,36,15000,0
Chennai,2023-02-15,329,55,18000,0
Kolkata,2023-02-15,186,53,17000,0
Bengaluru,2023-02-15,191,57,19000,1
Hyderabad,2023-02-15,100,20,12000,0
Ahmedabad,2023-02-15,173,20,10000,0
Pune,2023-02-15,90,29,11000,0
Jaipur,2023-02-15,213,30,8000,0
Lucknow,2023-02-15,284,22,9000,0
Nagpur,2023-02-15,98,63,7500,0
Indore,2023-02-15,201,30,7000,0
Bhopal,2023-02-15,123,20,6500,0
Surat,2023-02-15,103,48,9500,0
Vadodara,2023-02-15,234,71,7800,0
Coimbatore,2023-02-15,175,29,8500,0
Kochi,2023-02-15,120,77,9200,1
Thiruvananthapuram,2023-02-15,118,66,8800,0
Visakhapatnam,2023-02-15,232,68,8000,0
Vijayawada,2023-02-15,34,38,7600,0
Guwahati,2023-02-15,162,62,6000,0
Patna,2023-02-15,189,58,8200,0
Ranchi,2023-02-15,200,49,5500,0
Bhubaneswar,2023-02-15,146,47,7000,0
Raipur,2023-02-15,222,59,6200,0
Chandigarh,2023-02-15,31,40,9800,0
Dehradun,2023-02-15,68,46,7200,0
Shimla,2023-02-15,135,66,5000,0
Srinagar,2023-02-15,61,62,6500,0
Jammu,2023-02-15,292,62,7800,0
Goa,2023-02-15,207,72,2500,1
Mangalore,2023-02-15,46,56,6800,0
Mysore,2023-02-15,136,54,7500,0
Pondicherry,2023-02-15,111,68,8000,0
Madurai,2023-02-15,41,62,7200,0
Mumbai,2023-02-16,204,61,20000,1
Delhi,2023-02-16,83,68,15000,0
Chennai,2023-02-16,94,58,18000,1
Kolkata,2023-02-16,86,68,17000,1
Bengaluru,2023-02-16,139,45,19000,1
Hyderabad,2023-02-16,148,35,12000,1
Ahmedabad,2023-02-16,160,51,10000,0
Pune,2023-02-16,55,72,11000,1
Jaipur,2023-02-16,133,37,8000,0
Lucknow,2023-02-16,196,22,9000,0
Nagpur,2023-02-16,171,48,7500,0
Indore,2023-02-16,159,62,7000,0
Bhopal,2023-02-16,114,66,6500,0
Surat,2023-02-16,54,36,9500,0
Vadodara,2023-02-16,207,27,7800,0
Coimbatore,2023-02-16,166,68,8500,0
Kochi,2023-02-16,141,52,9200,0
Thiruvananthapuram,2023-02-16,142,67,8800,0
Visakhapatnam,2023-02-16,173,65,8000,0
Vijayawada,2023-02-16,56,46,7600,0
Guwahati,2023-02-16,134,45,6000,0
Patna,2023-02-16,209,27,8200,0
Ranchi,2023-02-16,171,76,5500,0
Bhubaneswar,2023-02-16,210,38,7000,0
Raipur,2023-02-16,40,47,6200,0
Chandigarh,2023-02-16,249,57,9800,0
Dehradun,2023-02-16,74,66,7200,0
Shimla,2023-02-16,68,63,5000,0
Srinagar,2023-02-16,67,24,6500,0
Jammu,2023-02-16,252,34,7800,0
Goa,2023-02-16,203,64,2500,0
Mangalore,2023-02-16,161,54,6800,0
Mysore,2023-02-16,141,46,7500,0
Pondicherry,2023-02-16,100,69,8000,0
Madurai,2023-02-16,90,40,7200,1
Mumbai,2023-02-17,138,61,20000,1
Delhi,2023-02-17,238,38,15000,1
Chennai,2023-02-17,392,75,18000,1
Kolkata,2023-02-17,106,55,17000,0
Bengaluru,2023-02-17,235,38,19000,1
Hyderabad,2023-02-17,63,42,12000,0
Ahmedabad,2023-02-17,90,51,10000,0
Pune,2023-02-17,77,31,11000,0
Jaipur,2023-02-17,108,27,8000,0
Lucknow,2023-02-17,118,30,9000,0
Nagpur,2023-02-17,86,57,7500,0
Indore,2023-02-17,56,35,7000,0
Bhopal,2023-02-17,70,43,6500,0
Surat,2023-02-17,163,68,9500,0
Vadodara,2023-02-17,69,63,7800,0
Coimbatore,2023-02-17,38,52,8500,0
Kochi,2023-02-17,170,48,9200,0
Thiruvananthapuram,2023-02-17,79,55,8800,0
Visakhapatnam,2023-02-17,135,40,8000,0
Vijayawada,2023-02-17,67,68,7600,0
Guwahati,2023-02-17,152,73,6000,0
Patna,2023-02-17,81,49,8200,0
Ranchi,2023-02-17,249,22,5500,1
Bhubaneswar,2023-02-17,85,43,7000,0
Raipur,2023-02-17,269,22,6200,0
Chandigarh,2023-02-17,99,28,9800,0
Dehradun,2023-02-17,83,33,7200,0
Shimla,2023-02-17,83,43,5000,0
Srinagar,2023-02-17,187,74,6500,0
Jammu,2023-02-17,163,35,7800,0
Goa,2023-02-17,91,65,2500,0
Mangalore,2023-02-17,302,72,6800,1
Mysore,2023-02-17,232,56,7500,0
Pondicherry,2023-02-17,252,49,8000,0
Madurai,2023-02-17,155,65,7200,0
Mumbai,2023-02-18,90,61,20000,1
Delhi,2023-02-18,158,29,15000,0
Chennai,2023-02-18,284,52,18000,1
Kolkata,2023-02-18,136,48,17000,0
Bengaluru,2023-02-18,270,53,19000,0
Hyderabad,2023-02-18,74,28,12000,0
Ahmedabad,2023-02-18,180,64,10000,0
Pune,2023-02-18,114,41,11000,1
Jaipur,2023-02-18,209,25,8000,0
Lucknow,2023-02-18,41,56,9000,0
Nagpur,2023-02-18,205,38,7500,0
Indore,2023-02-18,71,26,7000,0
Bhopal,2023-02-18,122,51,6500,0
Surat,2023-02-18,308,49,9500,0
Vadodara,2023-02-18,99,53,7800,0
Coimbatore,2023-02-18,93,39,8500,0
Kochi,2023-02-18,159,66,9200,0
Thiruvananthapuram,2023-02-18,337,77,8800,1
Visakhapatnam,2023-02-18,139,70,8000,1
Vijayawada,2023-02-18,229,26,7600,0
Guwahati,2023-02-18,159,66,6000,0
Patna,2023-02-18,50,32,8200,0
Ranchi,2023-02-18,68,42,5500,1
Bhubaneswar,2023-02-18,153,57,7000,0
Raipur,2023-02-18,144,23,6200,0
Chandigarh,2023-02-18,74,32,9800,0
Dehradun,2023-02-18,200,32,7200,0
Shimla,2023-02-18,148,59,5000,0
Srinagar,2023-02-18,229,61,6500,0
Jammu,2023-02-18,273,34,7800,0
Goa,2023-02-18,241,66,2500,1
Mangalore,2023-02-18,81,57,6800,0
Mysore,2023-02-18,104,28,7500,0
Pondicherry,2023-02-18,163,76,8000,1
Madurai,2023-02-18,41,33,7200,0
Mumbai,2023-02-19,157,65,20000,0
Delhi,2023-02-19,38,27,15000,0
Chennai,2023-02-19,291,60,18000,1
Kolkata,2023-02-19,347,51,17000,1
Bengaluru,2023-02-19,203,71,19000,1
Hyderabad,2023-02-19,38,45,12000,1
Ahmedabad,2023-02-19,152,34,10000,0
Pune,2023-02-19,165,35,11000,1
Jaipur,2023-02-19,103,65,8000,0
Lucknow,2023-02-19,74,41,9000,0
Nagpur,2023-02-19,48,21,7500,0
Indore,2023-02-19,283,20,7000,0
Bhopal,2023-02-19,85,36,6500,0
Surat,2023-02-19,88,50,9500,0
Vadodara,2023-02-19,126,20,7800,0
Coimbatore,2023-02-19,40,54,8500,0
Kochi,2023-02-19,49,69,9200,0
Thiruvananthapuram,2023-02-19,239,71,8800,1
Visakhapatnam,2023-02-19,27,54,8000,0
Vijayawada,2023-02-19,221,52,7600,1
Guwahati,2023-02-19,197,74,6000,1
Patna,2023-02-19,88,77,8200,0
Ranchi,2023-02-19,62,47,5500,0
Bhubaneswar,2023-02-19,36,45,7000,0
Raipur,2023-02-19,166,48,6200,0
Chandigarh,2023-02-19,159,63,9800,0
Dehradun,2023-02-19,238,76,7200,0
Shimla,2023-02-19,82,51,5000,0
Srinagar,2023-02-19,124,23,6500,0
Jammu,2023-02-19,182,71,7800,1
Goa,2023-02-19,42,65,2500,0
Mangalore,2023-02-19,143,48,6800,0
Mysore,2023-02-19,206,45,7500,0
Pondicherry,2023-02-19,48,45,8000,0
Madurai,2023-02-19,67,48,7200,0
Mumbai,2023-02-20,53,50,20000,1
Delhi,2023-02-20,46,35,15000,0
Chennai,2023-02-20,335,48,18000,1
Kolkata,2023-02-20,95,72,17000,1
Bengaluru,2023-02-20,110,75,19000,1
Hyderabad,2023-02-20,249,24,12000,1
Ahmedabad,2023-02-20,76,66,10000,0
Pune,2023-02-20,128,43,11000,0
Jaipur,2023-02-20,97,41,8000,0
Lucknow,2023-02-20,148,76,9000,0
Nagpur,2023-02-20,198,33,7500,0
Indore,2023-02-20,107,68,7000,0
Bhopal,2023-02-20,138,40,6500,0
Surat,2023-02-20,65,29,9500,0
Vadodara,2023-02-20,233,70,7800,0
Coimbatore,2023-02-20,113,27,8500,0
Kochi,2023-02-20,161,57,9200,0
Thiruvananthapuram,2023-02-20,96,63,8800,0
Visakhapatnam,2023-02-20,106,64,8000,0
Vijayawada,2023-02-20,148,57,7600,0
Guwahati,2023-02-20,127,65,6000,0
Patna,2023-02-20,63,52,8200,0
Ranchi,2023-02-20,231,71,5500,0
Bhubaneswar,2023-02-20,220,52,7000,0
Raipur,2023-02-20,62,20,6200,0
Chandigarh,2023-02-20,38,59,9800,0
Dehradun,2023-02-20,149,31,7200,0
Shimla,2023-02-20,48,23,5000,0
Srinagar,2023-02-20,127,48,6500,0
Jammu,2023-02-20,197,71,7800,0
Goa,2023-02-20,43,67,2500,0
Mangalore,2023-02-20,36,60,6800,0
Mysore,2023-02-20,85,35,7500,0
Pondicherry,2023-02-20,58,55,8000,0
Madurai,2023-02-20,119,36,7200,0
Mumbai,2023-02-21,125,67,20000,1
Delhi,2023-02-21,194,58,15000,1
Chennai,2023-02-21,197,57,18000,0
Kolkata,2023-02-21,289,67,17000,1
Bengaluru,2023-02-21,271,49,19000,0
Hyderabad,2023-02-21,164,71,12000,1
Ahmedabad,2023-02-21,68,22,10000,0
Pune,2023-02-21,210,61,11000,0
Jaipur,2023-02-21,183,55,8000,0
Lucknow,2023-02-21,156,35,9000,0
Nagpur,2023-02-21,103,52,7500,0
Indore,2023-02-21,225,27,7000,0
Bhopal,2023-02-21,96,20,6500,0
Surat,2023-02-21,48,62,9500,0
Vadodara,2023-02-21,80,44,7800,0
Coimbatore,2023-02-21,117,60,8500,0
Kochi,2023-02-21,188,59,9200,0
Thiruvananthapuram,2023-02-21,97,65,8800,0
Visakhapatnam,2023-02-21,81,59,8000,0
Vijayawada,2023-02-21,103,72,7600,1
Guwahati,2023-02-21,103,62,6000,0
Patna,2023-02-21,64,36,8200,0
Ranchi,2023-02-21,287,75,5500,1
Bhubaneswar,2023-02-21,169,37,7000,0
Raipur,2023-02-21,96,31,6200,0
Chandigarh,2023-02-21,69,36,9800,0
Dehradun,2023-02-21,98,25,7200,0
Shimla,2023-02-21,239,41,5000,0
Srinagar,2023-02-21,98,39,6500,0
Jammu,2023-02-21,100,68,7800,0
Goa,2023-02-21,126,67,2500,0
Mangalore,2023-02-21,222,49,6800,0
Mysore,2023-02-21,110,30,7500,0
Pondicherry,2023-02-21,51,66,8000,0
Madurai,2023-02-21,42,44,7200,0
Mumbai,2023-02-22,145,45,20000,1
Delhi,2023-02-22,104,42,15000,0
Chennai,2023-02-22,137,53,18000,0
Kolkata,2023-02-22,104,60,17000,1
Bengaluru,2023-02-22,52,31,19000,0
Hyderabad,2023-02-22,147,57,12000,0
Ahmedabad,2023-02-22,177,58,10000,0
Pune,2023-02-22,215,20,11000,1
Jaipur,2023-02-22,92,52,8000,0
Lucknow,2023-02-22,246,20,9000,0
Nagpur,2023-02-22,95,42,7500,0
Indore,2023-02-22,276,61,7000,0
Bhopal,2023-02-22,65,70,6500,0
Surat,2023-02-22,54,25,9500,0
Vadodara,2023-02-22,174,36,7800,0
Coimbatore,2023-02-22,116,25,8500,0
Kochi,2023-02-22,57,54,9200,0
Thiruvananthapuram,2023-02-22,112,47,8800,0
Visakhapatnam,2023-02-22,89,49,8000,0
Vijayawada,2023-02-22,249,33,7600,0
Guwahati,2023-02-22,228,46,6000,0
Patna,2023-02-22,293,66,8200,0
Ranchi,2023-02-22,82,54,5500,0
Bhubaneswar,2023-02-22,149,40,7000,0
Raipur,2023-02-22,89,61,6200,0
Chandigarh,2023-02-22,152,45,9800,0
Dehradun,2023-02-22,138,54,7200,0
Shimla,2023-02-22,237,36,5000,0
Srinagar,2023-02-22,43,63,6500,0
Jammu,2023-02-22,296,38,7800,0
Goa,2023-02-22,45,69,2500,0
Mangalore,2023-02-22,73,60,6800,0
Mysore,2023-02-22,100,60,7500,0
Pondicherry,2023-02-22,143,52,8000,0
Madurai,2023-02-22,183,62,7200,0
Mumbai,2023-02-23,88,51,20000,0
Delhi,2023-02-23,156,62,15000,1
Chennai,2023-02-23,127,49,18000,1
Kolkata,2023-02-23,246,53,17000,0
Bengaluru,2023-02-23,133,48,19000,1
Hyderabad,2023-02-23,141,23,12000,0
Ahmedabad,2023-02-23,81,54,10000,0
Pune,2023-02-23,57,73,11000,1
Jaipur,2023-02-23,85,42,8000,0
Lucknow,2023-02-23,245,53,9000,0
Nagpur,2023-02-23,237,41,7500,0
Indore,2023-02-23,28,57,7000,0
Bhopal,2023-02-23,195,36,6500,0
Surat,2023-02-23,126,53,9500,0
Vadodara,2023-02-23,71,63,7800,0
Coimbatore,2023-02-23,72,41,8500,0
Kochi,2023-02-23,229,56,9200,0
Thiruvananthapuram,2023-02-23,214,48,8800,0
Visakhapatnam,2023-02-23,40,54,8000,0
Vijayawada,2023-02-23,248,59,7600,0
Guwahati,2023-02-23,93,68,6000,0
Patna,2023-02-23,65,38,8200,0
Ranchi,2023-02-23,198,42,5500,0
Bhubaneswar,2023-02-23,259,39,7000,0
Raipur,2023-02-23,214,20,6200,0
Chandigarh,2023-02-23,166,51,9800,0
Dehradun,2023-02-23,57,36,7200,0
Shimla,2023-02-23,218,53,5000,0
Srinagar,2023-02-23,91,64,6500,0
Jammu,2023-02-23,105,32,7800,0
Goa,2023-02-23,268,70,2500,0
Mangalore,2023-02-23,79,56,6800,0
Mysore,2023-02-23,252,42,7500,0
Pondicherry,2023-02-23,116,67,8000,0
Madurai,2023-02-23,143,44,7200,0
Mumbai,2023-02-24,161,65,20000,1
Delhi,2023-02-24,173,34,15000,0
Chennai,2023-02-24,330,68,18000,1
Kolkata,2023-02-24,220,56,17000,0
Bengaluru,2023-02-24,93,52,19000,0
Hyderabad,2023-02-24,203,20,12000,0
Ahmedabad,2023-02-24,49,45,10000,0
Pune,2023-02-24,124,42,11000,1
Jaipur,2023-02-24,79,60,8000,0
Lucknow,2023-02-24,155,20,9000,0
Nagpur,2023-02-24,200,54,7500,0
Indore,2023-02-24,71,32,7000,0
Bhopal,2023-02-24,89,33,6500,0
Surat,2023-02-24,200,66,9500,0
Vadodara,2023-02-24,165,43,7800,0
Coimbatore,2023-02-24,219,34,8500,0
Kochi,2023-02-24,98,69,9200,0
Thiruvananthapuram,2023-02-24,188,42,8800,0
Visakhapatnam,2023-02-24,76,71,8000,1
Vijayawada,2023-02-24,171,64,7600,0
Guwahati,2023-02-24,44,67,6000,0
Patna,2023-02-24,205,45,8200,0
Ranchi,2023-02-24,124,51,5500,0
Bhubaneswar,2023-02-24,225,38,7000,0
Raipur,2023-02-24,43,42,6200,0
Chandigarh,2023-02-24,150,53,9800,0
Dehradun,2023-02-24,92,71,7200,0
Shimla,2023-02-24,83,56,5000,0
Srinagar,2023-02-24,235,41,6500,0
Jammu,2023-02-24,207,75,7800,1
Goa,2023-02-24,99,58,2500,0
Mangalore,2023-02-24,161,65,6800,0
Mysore,2023-02-24,74,46,7500,0
Pondicherry,2023-02-24,63,64,8000,1
Madurai,2023-02-24,241,54,7200,0
Mumbai,2023-02-25,210,58,20000,1
Delhi,2023-02-25,98,73,15000,1
Chennai,2023-02-25,281,61,18000,0
Kolkata,2023-02-25,355,58,17000,0
Bengaluru,2023-02-25,142,35,19000,0
Hyderabad,2023-02-25,39,69,12000,1
Ahmedabad,2023-02-25,295,68,10000,0
Pune,2023-02-25,162,68,11000,1
Jaipur,2023-02-25,204,20,8000,0
Lucknow,2023-02-25,32,51,9000,0
Nagpur,2023-02-25,57,20,7500,0
Indore,2023-02-25,243,69,7000,0
Bhopal,2023-02-25,154,57,6500,0
Surat,2023-02-25,93,58,9500,0
Vadodara,2023-02-25,160,57,7800,0
Coimbatore,2023-02-25,141,50,8500,0
Kochi,2023-02-25,219,64,9200,0
Thiruvananthapuram,2023-02-25,239,73,8800,1
Visakhapatnam,2023-02-25,42,63,8000,0
Vijayawada,2023-02-25,36,27,7600,0
Guwahati,2023-02-25,106,69,6000,0
Patna,2023-02-25,59,39,8200,0
Ranchi,2023-02-25,211,59,5500,0
Bhubaneswar,2023-02-25,98,65,7000,0
Raipur,2023-02-25,127,61,6200,0
Chandigarh,2023-02-25,158,20,9800,0
Dehradun,2023-02-25,149,68,7200,0
Shimla,2023-02-25,139,54,5000,0
Srinagar,2023-02-25,253,51,6500,0
Jammu,2023-02-25,253,73,7800,0
Goa,2023-02-25,67,61,2500,0
Mangalore,2023-02-25,83,56,6800,0
Mysore,2023-02-25,61,61,7500,0
Pondicherry,2023-02-25,225,61,8000,0
Madurai,2023-02-25,156,69,7200,0
Mumbai,2023-02-26,303,61,20000,1
Delhi,2023-02-26,217,36,15000,1
Chennai,2023-02-26,114,64,18000,0
